time,lat,lon,depth,CTD_Temperature
2019-04-20T18:05:42.000Z,37.003,-158.001,14.6,13.263
2019-04-20T18:05:51.000Z,37.003,-158.001,14.3,13.261
2019-04-22T00:34:04.000Z,32.934,-158,14.7,17.221
2019-04-22T14:00:21.000Z,32.933,-158,14.2,17.335
2019-04-22T14:00:24.000Z,32.933,-158,14.7,17.273
2019-04-22T14:00:27.000Z,32.933,-158,14.5,17.296
2019-04-22T14:00:29.000Z,32.933,-158,14.8,17.257
2019-04-22T14:00:31.000Z,32.933,-158,13.9,17.371
2019-04-22T14:00:34.000Z,32.933,-158,13.9,17.371
2019-04-22T14:00:36.000Z,32.933,-158,15.1,17.239
2019-04-22T14:00:39.000Z,32.933,-158,15.2,17.232
2019-04-22T14:00:41.000Z,32.933,-158,14.2,17.337
2019-04-22T14:00:43.000Z,32.933,-158,13.7,17.385
2019-04-22T16:44:52.000Z,32.933,-158,14.5,17.404
2019-04-22T16:44:55.000Z,32.933,-158,14.1,17.404
2019-04-22T16:44:58.000Z,32.933,-158,14.6,17.404
2019-04-22T16:45:01.000Z,32.933,-158,13.3,17.404
2019-04-22T16:45:05.000Z,32.933,-158,14.8,17.404
2019-04-22T16:45:08.000Z,32.933,-158,14.5,17.404
2019-04-25T00:46:59.000Z,42.333999999999996,-158.001,15.4,9.107000000000001
2019-04-25T00:47:05.000Z,42.333999999999996,-158.001,15.3,9.107000000000001
2019-04-25T00:47:13.000Z,42.333999999999996,-158.001,15,9.107999999999999
2019-04-25T00:47:18.000Z,42.333999999999996,-158.001,15.7,9.106
2019-04-25T02:35:50.000Z,42.333999999999996,-158,15,9.169
2019-04-25T02:35:54.000Z,42.333999999999996,-158,13.3,9.175
2019-04-28T14:26:03.000Z,27.074,-157.998,16.2,23.057
2019-04-28T14:26:11.000Z,27.074,-157.998,15.9,23.06
2019-04-28T14:26:17.000Z,27.074,-157.998,15.1,23.06
2019-04-28T14:26:24.000Z,27.074,-157.998,14.8,23.06
2019-04-28T14:26:32.000Z,27.074,-157.998,15,23.06
2019-04-28T14:26:35.000Z,27.074,-157.998,15.1,23.06
2019-04-28T14:26:42.000Z,27.074,-157.998,15.4,23.06
2019-04-28T16:02:08.000Z,26.855,-157.998,14.9,22.361
2019-04-28T16:02:20.000Z,26.855,-157.998,14.3,22.453000000000003
2019-04-28T16:02:26.000Z,26.855,-157.998,14.3,22.459
2019-04-28T16:02:31.000Z,26.855,-157.998,14.3,22.459
2019-04-28T16:02:34.000Z,26.855,-157.998,14.6,22.412
