type,SampID,Experiment,Timepoint,ionization,runDate,N.lab,C.lab,Precursor Ion Name,Protein Name,Fraction1,iso.mz,MID.mean,MID.sd,Area.filled.w.background.mean,Area.filled.w.background.sd
Smp,GBTFate1MT8,Fate1,8,pos,200612,0,2,L-Tryptophan_13C-2 15N-0,L-Tryptophan,CyanoAq,207.104411,6.690391129675475e-4,6.043177542281048e-4,1466.3333333333333,1321.9895360150674
Smp,GBTFate1MT8,Fate1,8,pos,200612,1,0,L-Phenylalanine_13C-0 15N-1,L-Phenylalanine,CyanoAq,167.08384,0.0014460369114877671,3.469405444435878e-4,22804.666666666668,11023.107653168108
Smp,GBTFate1MT8,Fate1,8,pos,200612,1,0,L-Tryptophan_13C-0 15N-1,L-Tryptophan,CyanoAq,206.094739,0.0013564851913356378,0.001537701479739198,1785.6666666666667,1593.0349441658
Smp,GBTFate1MT8,Fate1,8,pos,200612,1,3,L-Tryptophan_13C-3 15N-1,L-Tryptophan,CyanoAq,209.104801,0.0021652461495593905,0.0037503163419297446,4768.666666666667,8259.572951026787
Smp,GBTFate1MT8,Fate1,8,pos,200612,1,5,Methylthioadenosine_13C-5 15N-1,Methylthioadenosine,CyanoAq,304.111193,0.027478550365803323,0.029610237058963693,5232.333333333333,5343.255218809348
Smp,GBTFate1MTlong,Fate1,96,pos,200612,0,0,Butyrylcarnitine_13C-0 15N-0,Butyrylcarnitine,CyanoAq,232.154884,0.9245840636978374,0.006076950704000345,1511201.3333333333,228364.6283519699
Smp,GBTFate1MTlong,Fate1,96,pos,200612,0,0,L-Phenylalanine_13C-0 15N-0,L-Phenylalanine,CyanoAq,166.086804,0.9068094145873843,0.00560729991556032,21495941.666666668,4197894.2628348
Smp,GBTFate1MTlong,Fate1,96,pos,200612,0,0,L-Tryptophan_13C-0 15N-0,L-Tryptophan,CyanoAq,205.097703,0.9103425359924587,0.0015163969308223688,3490592,716724.6197892186
Smp,GBTFate1MTlong,Fate1,96,pos,200612,0,0,Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,CyanoAq,298.097387,0.8910295215623952,0.005279714564199458,836431.6666666666,220938.0928955741
Smp,GBTFate1MTlong,Fate1,96,pos,200612,0,0,Xanthine_13C-0 15N-0,Xanthine,CyanoAq,153.041251,1,0,946212,1053281.2276400828
Smp,GBTFate1MTlong,Fate1,96,pos,200612,0,1,Butyrylcarnitine_13C-1 15N-0,Butyrylcarnitine,CyanoAq,233.158238,0.07541593630216263,0.006076950704000312,123019.66666666667,18392.892114437396
Smp,GBTFate1MTlong,Fate1,96,pos,200612,0,1,L-Phenylalanine_13C-1 15N-0,L-Phenylalanine,CyanoAq,167.090158,0.08559379392357042,0.004574528374029782,2018112.3333333333,333221.92858413944
